Crop,Season,State,Area,Soil Type,Pesticide Usage,pH,Temperature,Fertilizer Usage,Price,Rainfall
Sugarcane,Whole Year ,Jharkhand,587.89,Alluvial Soil,high,High,Medium,Medium,2691.687044,772.6
Wheat,Rabi       ,Jharkhand,124418.04,Red/Yellow Soil,high,Average,High,Medium,2287.45357,1029.5
Cotton(lint),Kharif     ,Andhra Pradesh,1134000.0,Black Soil,low,Average,High,Low,2369.48422,1221.3
Groundnut,Kharif     ,Andhra Pradesh,1500000.0,Alluvial Soil,high,Low,Low,Low,2056.599323,1395.7
Groundnut,Rabi       ,Andhra Pradesh,295000.0,Laterile Soil,low,Average,High,Low,1812.612158,1040.4
Onion,Kharif     ,Andhra Pradesh,23000.0,Red/Yellow Soil,low,Average,Low,High,2167.450873,916.9
Onion,Rabi       ,Andhra Pradesh,14000.0,Alluvial Soil,high,Average,High,High,2028.902256,941.7
Ragi,Kharif     ,Andhra Pradesh,48000.0,Red/Yellow Soil,high,Low,Medium,Low,2601.013689,1027.5
Ragi,Rabi       ,Andhra Pradesh,7000.0,Laterile Soil,high,Average,Low,High,2344.559783,852.6
Rice,Kharif     ,Andhra Pradesh,2578000.0,Alluvial Soil,high,Low,Low,Low,2338.528861,689.8
Rice,Rabi       ,Andhra Pradesh,1406000.0,Alluvial Soil,low,Average,Medium,Medium,2204.676086,962.4
Sugarcane,Whole Year ,Andhra Pradesh,247000.0,Alluvial Soil,high,Low,High,High,1530.23037,838.0
Wheat,Rabi       ,Andhra Pradesh,8000.0,Laterile Soil,high,Low,High,High,2952.493225,644.5
Banana,Whole Year ,Bihar,17872.0,Red/Yellow Soil,high,Average,Medium,High,2199.918843,908.7
Groundnut,Kharif     ,Bihar,1207.0,Laterile Soil,low,Average,High,High,2376.273979,744.1
Onion,Whole Year ,Bihar,15216.0,Red/Yellow Soil,low,High,Low,Medium,2063.53235,1032.6
Potato,Whole Year ,Bihar,153909.0,Laterile Soil,low,Low,Low,High,2791.579103,690.5
Ragi,Kharif     ,Bihar,13222.0,Laterile Soil,low,Average,High,High,2543.028681,505.9
Rice,Autumn     ,Bihar,524266.0,Alluvial Soil,low,Low,Medium,Medium,2252.090414,770.7
Rice,Summer     ,Bihar,110440.0,Alluvial Soil,high,Low,High,High,2382.331117,557.9
Rice,Winter     ,Bihar,2842665.0,Alluvial Soil,low,Low,Low,Low,3003.453977,682.5
Sugarcane,Whole Year ,Bihar,107039.0,Laterile Soil,high,Average,High,Low,2478.10917,892.7
Wheat,Rabi       ,Bihar,2131232.0,Laterile Soil,low,Average,Medium,Medium,2445.479939,1134.4
Cotton(lint),Kharif     ,Chhattisgarh,50.0,Black Soil,high,Average,Medium,Low,2217.585554,612.4
Groundnut,Kharif     ,Chhattisgarh,31653.0,Alluvial Soil,low,High,Low,Medium,1931.625655,488.4
Onion,Whole Year ,Chhattisgarh,4372.0,Alluvial Soil,low,Average,Low,Medium,2451.988398,656.5
Potato,Kharif     ,Chhattisgarh,1910.0,Alluvial Soil,high,Average,Low,Low,2597.645534,989.1
Potato,Rabi       ,Chhattisgarh,9653.0,Red/Yellow Soil,high,Average,Medium,High,2829.875339,1001.6
Ragi,Kharif     ,Chhattisgarh,9338.0,Red/Yellow Soil,high,High,Low,Low,1825.45104,1177.9
Rice,Kharif     ,Chhattisgarh,3902881.0,Alluvial Soil,low,High,Low,Medium,2162.471102,1168.3
Sugarcane,Whole Year ,Chhattisgarh,10966.0,Laterile Soil,high,Average,Low,High,2325.777673,486.1
Wheat,Rabi       ,Chhattisgarh,95020.0,Alluvial Soil,high,High,Low,Low,2498.955745,662.8
Banana,Whole Year ,Gujarat,31200.0,Laterile Soil,low,Low,Medium,Medium,2456.489893,361.2
Cotton(lint),Kharif     ,Gujarat,2422000.0,Black Soil,low,High,High,Low,2463.493394,562.4
Groundnut,Kharif     ,Gujarat,1712400.0,Laterile Soil,low,Average,High,High,2622.428818,836.1
Groundnut,Summer     ,Gujarat,144700.0,Laterile Soil,high,High,Medium,Medium,2229.012067,765.0
Onion,Whole Year ,Gujarat,65400.0,Laterile Soil,low,Low,Low,Medium,2780.242433,662.7
Potato,Whole Year ,Gujarat,72300.0,Red/Yellow Soil,high,Average,Low,Medium,2630.035733,604.9
Ragi,Kharif     ,Gujarat,21700.0,Red/Yellow Soil,low,Low,Medium,Medium,2404.050321,715.5
Rice,Kharif     ,Gujarat,726000.0,Alluvial Soil,low,Average,High,Medium,2980.272398,744.6
Rice,Summer     ,Gujarat,32600.0,Alluvial Soil,high,High,Low,Low,2966.924811,825.8
Sugarcane,Whole Year ,Gujarat,211000.0,Alluvial Soil,high,Low,Low,High,2779.868607,609.4
Wheat,Rabi       ,Gujarat,1273900.0,Red/Yellow Soil,high,High,Low,Medium,1594.432969,640.3
Cotton(lint),Kharif     ,Haryana,482474.0,Black Soil,high,Low,Low,Low,2973.683528,1088.6
Groundnut,Kharif     ,Haryana,1314.0,Alluvial Soil,high,High,Medium,Low,2738.427557,844.1
Onion,Whole Year ,Haryana,3193.0,Laterile Soil,high,Low,Medium,Medium,3101.922591,1122.9
Potato,Whole Year ,Haryana,9917.0,Red/Yellow Soil,high,Average,Medium,Low,2871.239378,876.6
Rice,Kharif     ,Haryana,1072545.0,Alluvial Soil,high,High,Low,Medium,2973.502803,922.1
Sugarcane,Whole Year ,Haryana,140365.0,Red/Yellow Soil,high,High,Low,High,2763.596455,727.8
Wheat,Rabi       ,Haryana,2460680.0,Red/Yellow Soil,low,Low,Medium,High,2904.60796,738.2
Cotton(lint),Kharif     ,Himachal Pradesh,63.0,Black Soil,high,Average,High,High,3098.237122,1072.7
Groundnut,Kharif     ,Himachal Pradesh,97.0,Laterile Soil,low,High,High,Low,2564.966422,580.2
Onion,Rabi       ,Himachal Pradesh,823.0,Red/Yellow Soil,low,Average,Low,High,2028.330837,855.6
Potato,Kharif     ,Himachal Pradesh,13583.0,Laterile Soil,high,Average,High,Low,2407.76173,541.0
Ragi,Kharif     ,Himachal Pradesh,1845.0,Red/Yellow Soil,low,Low,High,Low,2616.98368,1003.0
Rice,Kharif     ,Himachal Pradesh,78571.0,Alluvial Soil,high,Average,High,High,2522.466275,852.4
Sugarcane,Kharif     ,Himachal Pradesh,2697.0,Laterile Soil,low,Low,Low,Low,2126.03141,759.0
Wheat,Rabi       ,Himachal Pradesh,366592.0,Laterile Soil,low,Low,High,Medium,2010.679712,622.5
Banana,Whole Year ,Madhya Pradesh,7543.0,Red/Yellow Soil,high,High,Low,Medium,2277.651199,848.7
Cotton(lint),Kharif     ,Madhya Pradesh,617943.0,Black Soil,high,Low,Low,High,2742.321867,854.8
Groundnut,Kharif     ,Madhya Pradesh,201078.0,Alluvial Soil,low,Low,Medium,Low,2974.101931,946.4
Onion,Whole Year ,Madhya Pradesh,41376.0,Alluvial Soil,high,Low,High,Medium,2774.970284,914.2
Potato,Whole Year ,Madhya Pradesh,56663.0,Alluvial Soil,high,High,Low,Medium,2817.228186,657.4
Ragi,Kharif     ,Madhya Pradesh,456.0,Red/Yellow Soil,high,Low,Medium,High,2475.755328,731.4
Rice,Kharif     ,Madhya Pradesh,1634912.0,Alluvial Soil,low,Low,Medium,Low,1977.375263,546.1
Sugarcane,Whole Year ,Madhya Pradesh,77120.0,Alluvial Soil,high,High,High,High,2363.433826,891.2
Wheat,Rabi       ,Madhya Pradesh,4089343.0,Laterile Soil,low,Average,High,Low,2422.370676,899.6
Cotton(lint),Kharif     ,Maharashtra,3195400.0,Black Soil,high,Average,Low,Medium,2350.884254,1151.3
Groundnut,Kharif     ,Maharashtra,329300.0,Laterile Soil,high,High,Medium,High,2516.40846,1037.3
Groundnut,Summer     ,Maharashtra,90100.0,Red/Yellow Soil,low,Average,High,Medium,2632.425928,900.7
Ragi,Kharif     ,Maharashtra,128300.0,Laterile Soil,low,High,Low,Medium,2755.904556,1024.6
Rice,Kharif     ,Maharashtra,1535300.0,Alluvial Soil,low,Average,Medium,Low,2416.564041,950.3
Rice,Summer     ,Maharashtra,41400.0,Alluvial Soil,high,High,Medium,High,1928.872178,738.3
Sugarcane,Whole Year ,Maharashtra,1092800.0,Laterile Soil,low,High,Low,High,2355.136684,959.0
Wheat,Rabi       ,Maharashtra,1252800.0,Red/Yellow Soil,high,Low,Low,Medium,2513.113119,945.7
Cotton(lint),Kharif     ,Meghalaya,7186.0,Black Soil,high,High,Low,Low,2866.842377,1001.2
Rice,Autumn     ,Meghalaya,32604.0,Alluvial Soil,low,Average,Medium,Low,2329.657647,780.6
Rice,Summer     ,Meghalaya,11546.0,Alluvial Soil,high,High,High,Medium,2653.763089,631.4
Rice,Winter     ,Meghalaya,62170.0,Alluvial Soil,high,Low,Medium,Low,2587.02637,747.1
Sugarcane,Whole Year ,Meghalaya,92.0,Red/Yellow Soil,low,High,High,Low,2513.17016,759.8
Wheat,Rabi       ,Meghalaya,622.0,Alluvial Soil,low,High,Low,Low,2779.159996,712.4
Cotton(lint),Kharif     ,Nagaland,150.0,Black Soil,low,High,High,High,2301.747641,824.6
Groundnut,Kharif     ,Nagaland,1450.0,Alluvial Soil,high,High,High,Medium,2327.444065,910.9
Potato,Kharif     ,Nagaland,2500.0,Alluvial Soil,high,High,High,Low,2496.429753,607.9
Rice,Kharif     ,Nagaland,166000.0,Alluvial Soil,low,High,Low,Low,2307.956048,347.1
Rice,Rabi       ,Nagaland,1500.0,Alluvial Soil,high,High,Low,Low,2652.403687,871.3
Sugarcane,Kharif     ,Nagaland,4000.0,Alluvial Soil,high,Low,Medium,Low,2286.042309,650.6
Wheat,Rabi       ,Nagaland,1150.0,Alluvial Soil,low,Average,High,Low,2567.891262,1050.9
Cotton(lint),Kharif     ,Punjab,604000.0,Black Soil,high,Low,Low,Medium,2469.948169,623.0
Groundnut,Kharif     ,Punjab,3100.0,Alluvial Soil,low,High,High,Medium,2564.477789,767.7
Rice,Kharif     ,Punjab,2610000.0,Alluvial Soil,low,High,High,High,2362.077581,784.8
Wheat,Rabi       ,Punjab,3488000.0,Red/Yellow Soil,high,High,Medium,High,2398.273512,807.6
Cotton(lint),Kharif     ,Tripura,1110.0,Black Soil,high,Low,Medium,Medium,2528.80278,812.9
Groundnut,Kharif     ,Tripura,409.0,Laterile Soil,low,High,Low,Low,2560.622352,786.6
Groundnut,Rabi       ,Tripura,270.0,Laterile Soil,high,Average,High,High,2498.739425,636.5
Rice,Kharif     ,Tripura,252897.0,Alluvial Soil,high,Average,Medium,High,3011.608707,1187.6
Sugarcane,Whole Year ,Tripura,959.0,Alluvial Soil,high,Low,Medium,Low,2202.778924,552.7
Wheat,Rabi       ,Tripura,1023.0,Red/Yellow Soil,low,Average,Low,High,2480.738862,575.4
Cotton(lint),Kharif     ,Uttar Pradesh,4260.0,Black Soil,high,Average,High,High,2027.911293,562.9
Groundnut,Kharif     ,Uttar Pradesh,98981.0,Laterile Soil,high,High,Medium,High,2611.624444,786.2
Onion,Rabi       ,Uttar Pradesh,9846.0,Red/Yellow Soil,high,High,Low,High,2165.426039,1170.0
Onion,Summer     ,Uttar Pradesh,11716.0,Red/Yellow Soil,high,Average,Low,Low,2416.506923,1068.3
Potato,Rabi       ,Uttar Pradesh,504858.0,Laterile Soil,low,High,High,Low,2388.380702,1198.1
Rice,Kharif     ,Uttar Pradesh,5690539.0,Alluvial Soil,high,High,High,High,2584.267338,601.0
Rice,Summer     ,Uttar Pradesh,18849.0,Alluvial Soil,low,High,Low,Low,2334.162725,726.6
Sugarcane,Kharif     ,Uttar Pradesh,2178987.0,Alluvial Soil,high,High,Low,High,2321.408291,806.3
Wheat,Rabi       ,Uttar Pradesh,9114880.0,Red/Yellow Soil,low,Average,Low,Low,2930.756939,583.8
Groundnut,Kharif     ,Uttarakhand,1546.0,Laterile Soil,high,Average,Low,Medium,2585.370037,809.5
Onion,Whole Year ,Uttarakhand,1976.0,Red/Yellow Soil,high,Average,Medium,Low,2331.684744,855.0
Potato,Kharif     ,Uttarakhand,7539.0,Alluvial Soil,low,High,High,High,2424.749898,790.5
Potato,Rabi       ,Uttarakhand,6693.0,Alluvial Soil,high,Average,Medium,Low,2993.606486,1126.7
Ragi,Kharif     ,Uttarakhand,122498.0,Alluvial Soil,high,High,Medium,Medium,2429.450537,767.6
Rice,Kharif     ,Uttarakhand,259805.0,Alluvial Soil,high,Average,Low,Medium,2293.217013,684.4
Rice,Summer     ,Uttarakhand,12364.0,Alluvial Soil,low,Low,Medium,Medium,2294.501155,732.4
Sugarcane,Whole Year ,Uttarakhand,122533.0,Laterile Soil,high,High,Medium,Medium,2335.262056,722.1
Wheat,Rabi       ,Uttarakhand,372919.0,Red/Yellow Soil,low,Average,High,Low,2321.650683,720.1
Onion,Rabi       ,Jharkhand,2958.96,Red/Yellow Soil,high,Average,Low,Medium,2116.105645,678.7
Potato,Rabi       ,Jharkhand,16143.02,Laterile Soil,high,Average,Medium,Medium,2162.739971,940.5
Potato,Winter     ,Jharkhand,20307.19,Red/Yellow Soil,high,Average,Low,Low,2251.203888,872.9
Ragi,Autumn     ,Jharkhand,30550.12,Red/Yellow Soil,high,Low,Low,Medium,2677.471306,714.6
Rice,Autumn     ,Jharkhand,183323.17,Alluvial Soil,high,Low,High,High,2385.628814,646.3
Rice,Winter     ,Jharkhand,1014731.14,Alluvial Soil,high,High,Medium,Medium,2437.851493,668.9
Sugarcane,Whole Year ,Jharkhand,966.83,Laterile Soil,low,High,High,Low,2881.026408,1011.6
Wheat,Rabi       ,Jharkhand,54845.72,Alluvial Soil,low,High,Medium,High,2888.502145,663.5
Groundnut,Kharif     ,Bihar,1734.0,Red/Yellow Soil,high,Average,Medium,High,2415.362517,526.7
Onion,Whole Year ,Bihar,14805.0,Red/Yellow Soil,high,Low,High,Low,2310.740947,888.0
Potato,Kharif     ,Bihar,60334.0,Red/Yellow Soil,high,High,Medium,Low,2240.670906,548.9
Potato,Rabi       ,Bihar,91591.0,Red/Yellow Soil,low,Low,Medium,Low,2707.832731,532.2
Ragi,Kharif     ,Bihar,11435.0,Alluvial Soil,low,High,High,High,2438.58783,1093.3
Rice,Autumn     ,Bihar,546872.0,Alluvial Soil,high,High,Low,High,2384.051533,748.9
Rice,Summer     ,Bihar,105526.0,Alluvial Soil,low,Low,High,High,2255.900627,1229.4
Rice,Winter     ,Bihar,2842875.0,Alluvial Soil,high,Average,Medium,High,2269.100077,753.2
Sugarcane,Whole Year ,Bihar,111902.0,Laterile Soil,high,Low,Low,Low,2596.017457,941.8
Wheat,Rabi       ,Bihar,2158345.0,Alluvial Soil,low,High,High,Low,2105.36852,1191.2
Cotton(lint),Kharif     ,Chhattisgarh,25.0,Black Soil,high,Average,Medium,Low,2798.460608,1010.8
Groundnut,Kharif     ,Chhattisgarh,30047.0,Alluvial Soil,low,Average,Low,Medium,2339.846607,1243.4
Onion,Whole Year ,Chhattisgarh,4332.0,Alluvial Soil,low,Average,Low,Low,2455.109217,1061.6
Potato,Kharif     ,Chhattisgarh,690.0,Alluvial Soil,high,Average,Low,Low,2098.906613,1294.0
Potato,Rabi       ,Chhattisgarh,10093.0,Alluvial Soil,low,Low,High,Medium,2496.290219,982.8
Ragi,Kharif     ,Chhattisgarh,9084.0,Laterile Soil,low,Low,High,Medium,2401.503717,1014.0
Rice,Kharif     ,Chhattisgarh,3928815.0,Alluvial Soil,high,Low,High,Medium,2484.97582,1052.6
Sugarcane,Whole Year ,Chhattisgarh,9034.0,Red/Yellow Soil,high,Low,High,High,2941.51267,1199.0
Wheat,Rabi       ,Chhattisgarh,94834.0,Alluvial Soil,low,Average,Medium,Medium,2553.309414,1199.6
Banana,Whole Year ,Gujarat,28200.0,Alluvial Soil,high,High,Low,Medium,2261.602245,1362.3
Cotton(lint),Kharif     ,Gujarat,2353600.0,Black Soil,high,High,High,Low,2286.604027,1396.9
Groundnut,Kharif     ,Gujarat,1795400.0,Alluvial Soil,low,Low,Low,High,2678.539356,801.4
Groundnut,Summer     ,Gujarat,112000.0,Laterile Soil,high,High,Low,High,2889.607987,1212.6
Onion,Rabi       ,Gujarat,54400.0,Alluvial Soil,low,Low,High,Medium,2584.575406,578.5
Potato,Whole Year ,Gujarat,55800.0,Laterile Soil,high,Average,Medium,Low,2706.613823,1085.6
Ragi,Kharif     ,Gujarat,19400.0,Laterile Soil,low,Average,Low,Medium,2682.921317,1109.8
Rice,Kharif     ,Gujarat,722100.0,Alluvial Soil,low,Low,Medium,High,2925.719324,941.3
Rice,Summer     ,Gujarat,25200.0,Alluvial Soil,high,High,Low,Low,1915.122948,994.2
Sugarcane,Whole Year ,Gujarat,221300.0,Alluvial Soil,low,High,High,High,2700.165682,941.1
Wheat,Rabi       ,Gujarat,1091400.0,Alluvial Soil,high,Average,Medium,Medium,2795.120813,1071.1
Cotton(lint),Kharif     ,Haryana,456086.0,Black Soil,low,Low,Medium,Low,2098.382888,1167.4
Groundnut,Kharif     ,Haryana,1544.0,Alluvial Soil,low,Low,Medium,Medium,2234.299545,1017.5
Onion,Whole Year ,Haryana,2492.0,Red/Yellow Soil,high,Average,Medium,High,2244.765175,912.5
Potato,Whole Year ,Haryana,11938.0,Red/Yellow Soil,high,Average,Medium,Low,2281.362941,983.1
Rice,Kharif     ,Haryana,1211149.0,Alluvial Soil,high,High,Low,Medium,2355.484885,1404.2
Sugarcane,Whole Year ,Haryana,90941.0,Laterile Soil,low,Average,High,Low,2572.780844,1130.5
Wheat,Rabi       ,Haryana,2461420.0,Laterile Soil,high,Low,Low,High,2759.702395,1502.3
Cotton(lint),Kharif     ,Himachal Pradesh,45.0,Black Soil,high,High,Low,Medium,2824.395087,1218.3
Groundnut,Kharif     ,Himachal Pradesh,81.0,Alluvial Soil,low,High,Medium,High,2248.653082,1158.0
Onion,Rabi       ,Himachal Pradesh,776.0,Laterile Soil,low,Low,Low,High,2246.5891,1451.2
Potato,Kharif     ,Himachal Pradesh,7954.0,Red/Yellow Soil,high,Average,High,High,2894.746552,1319.1
Potato,Rabi       ,Himachal Pradesh,3889.0,Alluvial Soil,low,Average,Medium,Medium,2694.023181,1460.9
Ragi,Kharif     ,Himachal Pradesh,2273.0,Laterile Soil,low,High,Medium,Medium,2524.859453,881.9
Rice,Kharif     ,Himachal Pradesh,77709.0,Alluvial Soil,high,Average,Low,High,2642.001003,1357.5
Sugarcane,Kharif     ,Himachal Pradesh,2338.0,Alluvial Soil,low,High,Low,High,2491.058865,828.9
Wheat,Rabi       ,Himachal Pradesh,359961.0,Laterile Soil,high,Low,High,Low,2657.375405,1341.7
Banana,Whole Year ,Madhya Pradesh,7847.0,Alluvial Soil,low,Low,Medium,High,2399.179991,1018.2
Cotton(lint),Kharif     ,Madhya Pradesh,612277.0,Black Soil,low,Average,Medium,Low,2580.64148,1367.8
Groundnut,Kharif     ,Madhya Pradesh,202277.0,Laterile Soil,low,Low,Medium,Medium,2046.836185,1199.4
Onion,Whole Year ,Madhya Pradesh,40146.0,Red/Yellow Soil,low,Low,Low,Medium,2293.664712,1173.0
Potato,Whole Year ,Madhya Pradesh,56301.0,Red/Yellow Soil,low,Low,Medium,Low,2296.896647,1168.3
Ragi,Kharif     ,Madhya Pradesh,444.0,Alluvial Soil,low,High,High,Low,2387.68299,1182.8
Rice,Kharif     ,Madhya Pradesh,1706557.0,Alluvial Soil,high,Average,Medium,High,2222.046024,1398.3
Sugarcane,Whole Year ,Madhya Pradesh,53704.0,Laterile Soil,high,High,High,Low,2339.936912,793.5
Wheat,Rabi       ,Madhya Pradesh,3997666.0,Alluvial Soil,low,High,High,High,2045.675781,1082.3
Cotton(lint),Kharif     ,Maharashtra,3146000.0,Black Soil,high,Average,Low,High,2664.610143,807.7
Groundnut,Kharif     ,Maharashtra,253600.0,Laterile Soil,low,Low,Low,Low,2475.245944,1137.8
Groundnut,Summer     ,Maharashtra,63600.0,Alluvial Soil,low,Average,Low,High,1988.437718,1100.4
Ragi,Kharif     ,Maharashtra,125500.0,Red/Yellow Soil,low,Average,Low,High,2249.551027,1368.7
Rice,Kharif     ,Maharashtra,1499500.0,Alluvial Soil,high,Low,High,Low,2600.980428,1124.6
Rice,Summer     ,Maharashtra,22000.0,Alluvial Soil,low,Average,Medium,High,2337.093416,1070.9
Sugarcane,Whole Year ,Maharashtra,768400.0,Red/Yellow Soil,high,Average,Medium,Medium,2290.917562,1172.2
Wheat,Rabi       ,Maharashtra,1021800.0,Red/Yellow Soil,high,Low,Medium,High,2477.622197,1606.3
Banana,Whole Year ,Manipur,4991.0,Laterile Soil,low,High,High,Medium,2603.079261,1065.0
Groundnut,Kharif     ,Manipur,3217.0,Laterile Soil,high,Low,Low,High,2069.094263,1440.8
Potato,Whole Year ,Manipur,13000.0,Red/Yellow Soil,low,High,High,Medium,2665.038544,1152.6
Rice,Kharif     ,Manipur,210990.0,Alluvial Soil,high,Low,Medium,Medium,2259.912016,1147.8
Sugarcane,Whole Year ,Manipur,5150.0,Laterile Soil,high,Average,Medium,High,2494.62161,1010.7
Wheat,Rabi       ,Manipur,2050.0,Laterile Soil,high,High,High,Low,2489.373958,743.6
Cotton(lint),Kharif     ,Nagaland,110.0,Black Soil,low,Average,Medium,Medium,2341.880165,1002.9
Groundnut,Kharif     ,Nagaland,740.0,Red/Yellow Soil,high,High,Low,High,2192.902076,1128.4
Potato,Kharif     ,Nagaland,2910.0,Alluvial Soil,low,Average,Medium,High,2414.294036,922.9
Potato,Rabi       ,Nagaland,2700.0,Red/Yellow Soil,low,High,Medium,High,2987.599093,992.9
Rice,Kharif     ,Nagaland,173100.0,Alluvial Soil,high,High,High,Medium,2091.497491,1240.6
Sugarcane,Kharif     ,Nagaland,4320.0,Laterile Soil,low,Low,Low,High,3007.693906,882.4
Wheat,Rabi       ,Nagaland,1380.0,Laterile Soil,high,High,Medium,Medium,2422.083649,740.8
Cotton(lint),Kharif     ,Punjab,527000.0,Black Soil,high,High,Low,Low,2510.611425,1162.4
Groundnut,Kharif     ,Punjab,2700.0,Laterile Soil,high,High,High,Low,2173.986757,840.8
Rice,Kharif     ,Punjab,2735000.0,Alluvial Soil,high,Low,Low,Low,2268.619175,1324.1
Wheat,Rabi       ,Punjab,3466000.0,Alluvial Soil,high,Average,Medium,High,2349.127105,974.6
Cotton(lint),Kharif     ,Tripura,969.0,Black Soil,low,Low,Low,High,2186.291509,1068.0
Groundnut,Kharif     ,Tripura,291.0,Alluvial Soil,low,Average,High,High,2437.324613,1249.4
Groundnut,Rabi       ,Tripura,195.0,Red/Yellow Soil,low,Low,Medium,Medium,2377.895232,1087.2
Rice,Kharif     ,Tripura,242966.0,Alluvial Soil,high,High,High,Low,3055.234343,1042.6
Sugarcane,Whole Year ,Tripura,972.0,Red/Yellow Soil,high,Average,High,High,2150.207744,1218.6
Wheat,Rabi       ,Tripura,635.0,Alluvial Soil,high,Average,Medium,Medium,2530.807155,856.1
Banana,Summer     ,Uttar Pradesh,1991.0,Red/Yellow Soil,high,Low,High,Low,2574.353885,1240.4
Cotton(lint),Kharif     ,Uttar Pradesh,3556.0,Black Soil,high,Average,Medium,Medium,2178.903835,810.6
Groundnut,Kharif     ,Uttar Pradesh,94534.0,Red/Yellow Soil,high,Low,High,Medium,2706.048249,876.9
Onion,Rabi       ,Uttar Pradesh,10161.0,Laterile Soil,high,Low,Medium,Low,2380.501896,1157.0
Potato,Rabi       ,Uttar Pradesh,527347.0,Alluvial Soil,high,Low,Low,High,1752.283105,822.6
Rice,Kharif     ,Uttar Pradesh,6011761.0,Alluvial Soil,low,High,High,Low,2697.954884,1308.7
Rice,Summer     ,Uttar Pradesh,21621.0,Alluvial Soil,low,High,Low,Low,2164.917735,997.7
Sugarcane,Kharif     ,Uttar Pradesh,2084179.0,Red/Yellow Soil,low,High,Low,High,2185.667516,1505.0
Wheat,Rabi       ,Uttar Pradesh,9513039.0,Red/Yellow Soil,low,Low,High,Low,2706.370625,838.7
Groundnut,Kharif     ,Uttarakhand,1355.0,Red/Yellow Soil,low,High,High,Medium,2395.851555,1148.6
Onion,Whole Year ,Uttarakhand,1869.0,Laterile Soil,low,Average,High,High,2775.331645,1023.0
Potato,Kharif     ,Uttarakhand,7723.0,Alluvial Soil,high,Low,Medium,Low,2863.049829,1427.1
Potato,Rabi       ,Uttarakhand,6266.0,Laterile Soil,low,Low,High,Low,2306.521462,1077.5
Ragi,Kharif     ,Uttarakhand,120707.0,Red/Yellow Soil,low,Average,Medium,Low,2737.978749,855.0
Rice,Kharif     ,Uttarakhand,275711.0,Alluvial Soil,high,High,Medium,Medium,2273.36176,1039.3
Rice,Summer     ,Uttarakhand,12654.0,Alluvial Soil,high,Average,Medium,Low,3169.934775,1061.7
Sugarcane,Whole Year ,Uttarakhand,107907.0,Alluvial Soil,high,High,High,Low,2292.112899,1165.1
Wheat,Rabi       ,Uttarakhand,379081.0,Red/Yellow Soil,low,Average,Low,Low,2807.826232,1105.2
Onion,Rabi       ,Jammu and Kashmir,383.0,Laterile Soil,high,High,High,Medium,2753.137008,1122.1
Potato,Rabi       ,Jammu and Kashmir,934.0,Laterile Soil,high,Low,High,High,2594.826347,925.8
Wheat,Rabi       ,Jammu and Kashmir,274022.0,Alluvial Soil,high,Low,Low,Medium,2298.837052,1018.6
Onion,Rabi       ,Jharkhand,3049.28,Alluvial Soil,high,Average,Medium,High,2454.580752,731.9
Potato,Rabi       ,Jharkhand,16032.93,Laterile Soil,low,High,Medium,Low,1853.923566,1214.6
Potato,Winter     ,Jharkhand,21288.72,Laterile Soil,high,Low,High,Low,2567.326012,1215.6
